text,label
username im down for forties ! hellyeahh . but no dry hevaing this year,0
thanx girl i returned the favor ! ! @ nexkcsensation,4
i still need to find another job . i 'm losing hope,0
username url ! ! ! ! ! mrs.jonass,4
username you 're probably right there . it looks delicious though . have n't eaten today as username is n't here to feed me,0
url # wvfn . would rather be with ya'all . feel ok with drug but still contagious,0
username hey hey i actually did n't go to leakycon . dinah did though . my friend maria was graduating from uc berkeley this weekend ...,4
"username oh .. you 'll be better , ok ! i hope so !",0
coming near to the end of our last day of school,0
"it 's always times like these when i think of you , and i wonder if you ever think of me . # mcflytoaustralia # votemcfly",0
just woke up only to realize he has to go to work . i 'm not the biggest fan of my job ... i need a career .,0
username that 's the dog that i want . i had to decide between a dog or my trip to thailand ... mike said i had to give the dog back,0
sisters play then outt,4
username fortunately my cousin 's already promised me a big slice being sent back down avec mes parentals . icing !,4
username username well hello ladies,4
cheer competition tomorrow ... ahh xd and i ca n't practice,0
username aww,0
takin a bath then goin to bed ! im beat ! ! lol good night burgen,4
"username thanks , do you know any other american bands ? ? -x",4
username you had a bad day ? ? i had a tooth pulled and now i 'm all bitchy because it hurts,0
i 'm actually still confused about some things in twitter,0
totally exhausted ! not a good night last night,0
username thanks dear ; pardon me ; smxs i play funny ; maybe most of the time ; i believe joy is the end result of tweeting,4
username ha ! go watch it in youtube !,4
gets really tired of zyrtec,0
ugh . i have a cold,0
"username it 's right though , nice picture .",4
finish some sketches und then go out an skate ! yeehaa ! got a new deck,4
did n't get an award but i did get recognized by all the seniors . they said that they are going to watch the plays because of me,0
username i wish a very happy mother 's day to ur mom . i hope u guys come soon to argentina,4
headed to the beach with puppy maverick hugs and much aloha,4
just talked to my mom on skype ! cool .,4
nothing . i went to follow up on my depo shot and they wo n't let me get it until i get treatment for my panic attacks .,0
"nature can be so beautiful at times , such pretty colours in the world ! well done god , good job x",4
"username hows the peas doin ? if you meet them , tell them i said hello",4
username did u delete your fb profile again ? now it looks like i talk to myself a lot i had 2 scorpions last nite : -o,0
username username i 'd show you the actual quote if ptw 's archives had n't eaten themselves .,0
username depressing right ? no love for the nhl here in the states,0
username poor josh,0
"username if i follow you , does it strengthen my spy ? only have 4 spymasters",0
. username hey princess ! ! how 's things ? ? did you see the new photo contest ? url,4
username me too,4
"is on his way back from darlo , marks bday present , blue hair dye and a new tshirt , not sure i needed the tshirt but its all gravy",4
username yeah but it 's only 3 eps and it 's just going to make me sad i 've got my ears perked for news of better off ted,0
username doing a rainbow and unicorn film then ? # 48hours,4
username have you make a european tour ! ! : o did you come in france ? if it 's yes i 've never heard that and it 's unfair,0
username funky,4
"my daughter wants 2 go on a date w daddy . looks like i 'll have 2 c monsters vs aliens again was n't really good , but coraline 2 dark",0
getting ready -- lunch -- kd meeting -- then homee !,4
username .. lets pretend i 'm not sad lol ! hows you ? what you been up to ? xx,4
i heard my guy just go the tk supras and i wanted them ima still cop em,0
username sorry wes . bad copy and paste job .,0
username ahh ! that 's what they called me !,0
do n't worry i did n't hurt him and his bro who joined in . but i had them stopped . sadly i realise there 's nowhere to play,0
username ugh not nice,0
breaking news : i got atopic dermatitis . really really really upset .,0
loves her new haircut and is really having a wonderful day,4
username keep begging ! & amp ; you should watch it,4
"username a cracked bone sounds more painful , hun hope it mends soon , body pain sucks",0
i ca n't not love username we 're listening to shake your tailfeather with a bleezy .,4
username that feels cliche to me .,0
username lol that joey person seems hilarious,4
username hee ! thanks chris for the # followfriday mention ! ! ! and that 's a fine friday happy dance of joy you 're bustin ' out too !,4
username my sisters going up to see you with her mates - shes a great fan as i am,4
"username glad to hear that , whats your blog url ? will stay tune to it ..",4
"username i got 4 coming in , hopefully i can save them all cos i lose a few to fit my brace",4
"love pay day , hate credit card bills",0
not feeling so awesome . ca n't tell if it 's just allergies or if i 'm coming down with something,0
had a fun night with my jofis but i miss my bestest username more than anything ! ! ! !,4
loves cat username # followfriday,4
new ! ! new ! ! http : //alamode.mmhighlights.com has been updated ! ! check it out now ! ! more coming soon ! ! keep voting for the models too ! !,4
i 've never been so tired in my life . work til 7,0
username aaw pray for me ! i forgot to wake up and my mom went without me,0
username photobombing .. hilarious,4
do n't want jb to leave this country ... then i wo n't feel close to them at all .,0
username looks by the dates of it that you 've stopped ... lol,4
is exhausted & amp ; thinking i 'm too old to do the diving tricks i did today . i 'm sore now .,0
bad news . came back in from the weekend and half of my plant is dead . it was perfecto when i went home too !,0
username wow ! ! thanks ! !,4
i really wish i was sleeping . its cold and i dont feel good . at least i 'll only be ac school ... 2 hours ? i have to walk home though,0
i hate the dentist just got 2 more fillings . i cant feel my face,0
nice to be home again ... just not feeling too well,0
username i wan na do more shows its the money factor thats holdin me back from actually gettin it done boo,0
finished sending hannah off to camp . last year of pre-teen for her now on to packing ! wish me luck,0
username many thanks ! that list will surely help,4
username i ca n't do the avatar change thing .,0
# 24 episodes 23+24 preair have been released /me downloads,4
username shakey 's v-league,4
i 'm going to the guitar center this evening and i 'm wearing my rainboots !,4
username well they are new to me !,4
username hah noo she is the obly one that can aumff i hate nick because he is datin miley,0
username url 'll come in bulgaria ? ? ? you have a great fans here !,4
looking for apt,0
username good morning and thanks for the retweet,4
"ugh , just one step away from nationals !",0
"doing my it project with adam , haha",4
starbucks then beer store then bon fire,4
well im out ... headin to galveston in the mornin one of my boys gettin married so should be a drunken weekend ... ill keep ya posted,4
im really sad and i dont know what to do,0
it is very very very hott out.i love it ! going to get ice cream.yum ( : p.s . i want my bike back,0
username prize ? let me know what product you need to buy next ~ then check our deal of the day,4
username got the green tea and coconut in honor of you . yum,4
i 'm really wishing i did n't have to go to the dentist,0
username glad you had a good weekend too,4
"username you know heidi , i like your bio . on another note , i see the interwebs still have you here ... me too",4
before i sign off i just want to say i am in love with kris allen 's song no boundaries ! i 'm so happy he won okay gnight tweeters !,4
f-ing pj and charging me long distance .,0
trying to figure this twitter thing out,0
jackie o is not replying to me,0
"username haha i hate thatt , because i always get let down",0
thought the n96 had survived last nights drop down the stairs . slider wobbly,0
i am at the park right now with the cuzs kinda bored cause they are to lil to like really play ! man i just want a good game of basketball,0
"god is good ! infact he is very good ! infact , there are n't sufficient words to describe just how good he is !",4
mann i was sleep then the phone rang and i tlkd on it now im back wide awake * le sigh *,0
dang ... missed dawn live ... but these apple jacks r makin it hard to be too upset . do wish i was there tho ...,0
username im just sayin ....,4
username hi lisa ! watz up ? ! i really love all your songs . the song untouched is very famous here in philippines . please tweet me .,4
laptop died . nick is gon na try and fix . i really need to bring my desktop over here .,0
its f ' n 102 in lv ... ugh ! summer has officially arrived,0
"username i think you have calarese origins , do n't you ?",4
"username ha ! it 's weird , you should try it sometime . practice on bath",4
oh no school tommorow ! really really dont want to go ! half terms been gr8 ! nd really sunny !,0
"i love super late , drunk calls from my favorite people at apu ! ! lol i ca n't wait for next year ! ! !",4
"username dude check out the differnce in hair volume eyy between you and ur sis it'sd possible you could be adopted , do n't look alike",4
"flat out today didnt get everythin done & amp ; endured massive headache , fever and nausea . still have to finish my essay & amp ; work tomory all day",0
username help me come up with a cunning banana up exhaustpipe ruse on said twat with noisy car ? ! enjoy the peace mate,4
evidently i am shitty at cheering people up,0
had egg and soldiers . will make me ill later but damn it was good . now for cappuccino,4
username not gon na make it today . but this might cheer you up . username url,0
being awesome and bored,0
good moorning ab morgen hei�t es wieder : & quot ; i wake up it was seven & quot ;,4
i think i 'm dying . god really did n't think things through when he made women this way,0
had a pretty good day night you guys,4
singing could have lied makes me sad,0
watching various videos of george carlin on youtube before i go to bed,4
sometimes i really hate my actions . they get me no where and i really liked him .,0
why didnt incubus have there show on wed .. cause at least we could of tried to make it to show in la sadness,0
watching american idol re-run,4
"gaah i swear , homework is the worst thing in the whole world . and being me i left it all to the last minute .",0
who is up for beers at leidseplein 2nite ? thesis-free hours here i come ! !,4
username i want 2 do health care tour biz . l trying for investments & amp ; not finding unitl now . can you hlp me or do you have any ref ?,4
@ tongarityphoon : that sucks good luck . my sleeping patterns are like ... 6am to 2am . gah no wonder i 'm so cranky at night ...,0
does n't want to go to work,0
username am jealous ! i wanted to go to chicago but i just ca n't afford it atm : '- (,0
"username no roman i 'm not kidding you haah , it 's pro one cent text all the way . why dont you likeyy ? ? ?",4
i wish i could get sims 3 . but my dad does n't let me install games on computers .,0
username i know .... where have you been ! my twitter friend !,4
username can we go to multicultural day during class ?,4
username i know ! ! i didnt know til i saw these tweets ! its soo sad,0
"username ah . when the canuck 's got kicked , i stopped watching is your team winning ?",0
username a suggestion what i had for lunch : url,4
dreadingg waking up at 5am to be at work at 6 ! !,0
yeah . i 've been really lazy . sorry . buut now i 'm going to tha city ! getting my hair cut . later !,4
username who 's ?,0
url 'd the rainy days go ? i miss them,0
that was a pretty awful nap .... but i just do n't think i can attempt to sleep anymore,0
is here with his sexy bear .,4
"username damn , it will take like forever",0
username good night stan . hope you had an awesome day,4
username why did the date on the 14th stretch your 1st date assumption to the limit ? drool ? third eye ? in 140 chars or less,4
ready for summer !,4
but aparently shes goin to her dads today ...... which means i wo n't see her before i go away ..... it 'll be ages,0
aw my poor little username is feeling sick .,0
"username babe ive been aight , urselff ?",4
"username yep , u are so right hehehe btw ubertwitter is nicee seruu",0
username i see more justin timberlake than michael buble . but both are quite fine so your good either way xd,4
"about to have sunday dinner , had to work today so i missed church",0
apple sucks ! charging for the os 3 update ? i guess cut and paste is worth $ 9.95 here goes ....,0
username absolutely where are you from ?,4
that is obscene # riaa,0
username haha slobbery baby saliva ... i love it . rain ? no its gone,0
"username dude , i stopped playing a while ago sorry ....",0
"is so done with school , but sadly its not done with her yet ... sadness",0
"it 's a perfect day outside . if it 's nice where you 're at , take a walk in the park or something",4
where 's my js ? ? i miss her,0
username * pats head * you never do its ok .. its a gift lol,0
4 hours till mothers day party yeah !,4
"username i do n't think he 's gon na make it , though .",0
username url,4
almost finished ikea-ing the pool . also finished -almost- all 6 crates of beer,0
i had to stop at my mom .. i hate it that i do n't have a computer yet .. well going home in a few min to make dinner .. i 'm hungry ..,0
username who was it that said vive le difference to me only the other day ? ; - ),4
username oh hai lizzie . wtf has happened in iran ? i 'm catching up with everything and it 's horrendous,0
username * another * recall ? boo,0
username miss candace u know the dude i was with last nite dave ? he has a little crush on u lol,4
username oh shane texted me about that yesterday ! but i didnt reply ! no im not gon na go ! are youu ? yay ! twittering is cool ! love you,4
"just woke up , cooking breakfast and getting ready for work fml",0
so sad i just found out dane cook will be doing a show in san jose tomorrow,0
"username here on my deathbed , another victim of lawn allergies ... my one regret is not responding to your tweets . such a pity",0
im shattered scubs is finished,0
lunch at charnock richard services . back is beginning to hurt . odd piercing by entrance,0
"username oh so sorry curt , later i have a visitor ! luvya though",4
kaos pad shitting bed ( as ash says ) ... new one $ 400 ... maybe i get artist discount ? please adam ? please korg ?,0
"@ karlkovacs . i like this one , too . ? url",4
birthday wish : peace of mind ... everyday,4
"dancehall , reggaeton , soka , dub , roots reggae , live concerts ... and much more username url join our blog",4
username not me ..,0
sat study . totally not helping my depression .,4
ughh leftovers are making my stomach crampy and un-hungry,0
"username will do , what 's your address",4
"username indeed , aauk included - but thats something you 'll have to speak to archie about !",4
username hi yes was n't she absolutely terrible ! how on earth does she hear a good tune from her ears ? lol,4
"my lovely dress arrived today , but it 's too tight on the top & amp ; too big on the bottom",0
i just killed a brown recluse in my apartment and now i 'm too afraid to go to sleep .,0
"3 day weekend ! i have my honey doo list . honey do this and honey do that . yeah , its all good though .",4
misses them already .. wishes they would of invited me to stay the night,0
... rate them ! ! im happy to be in such an amazing community ! ahah,4
username who 's sammy styles ? sammy styles is my doggie . i ca n't believe u do n't know my other half .,0
"just watched holes , good film hardcore revision now though",0
we have all our dash trim kits set well below msrp ( 30-40 % ) we dont have our gateway up yet for cc paypal works and it is free to set up,4
"tragedy : my best & quot ; math & quot ; friend ( who i have n't in 3 years -- damn hurricanes ) had a quidditch game in nyc today , and i was in new jersey .",0
username aww i will pray for him hun i would take it really hard to if it was my lil bro,0
scoping this out,4
"username nice vid , shan . the weather makes me a bit jealous ; ) take care",4
just got two shots,0
working on comp . apps final . i 'll twitpic it when i 'm done,4
username g'night !,4
it 's a grumpy day tomorrow will be brighter !,0
username hope it all goes well and they can at least give you something for the pain,0
username i wish it would be sooner !,4
"username yes , definitely ... i have n't gotten that new job yet . hopeful though",4
in the booth . come see me ! please .,0
"i 'm liking ubertwitter , very cool url",4
trey songz rock that thang freestyle makes me want to give up already ah no i wil not b tempted but i wil watch a fan full his pants down,4
"got my first search engine hit on the site , but the search term was ww.billson.com",0
goodnight . getting my blackberry . not the dog bummerr .,0
just watched the tweetup hyderabad video . looks like fun ! i wish i could go to a tweetup too !,0
username well that just hurts,0
"bamboozle , part two .",4
username yeah but i dont see it for the uk market still waiting for that before i buy the mini 10,0
no trapeze class for 2 weeks . doctor 's orders,0
"arrested development : if you have n't watched it in the last 3 years , go ahead and do yourself a favor ... watch it",4
"username yeahh , i know who she is anyway , the boob kid",0
username i know i hate it,0
awesome there goes my sun shaq jersey,0
think i 'll stop with the revision ... bloody headache .,0
username i was a gleek in hs . i miss it ill be a gleek soon in college,0
username thanks for the follow friday love,4
i laff the rain,4
"username love the photos , what 's the pretty cool thing that happened ?",4
username in 8days i ca n't even sleep naked . in 3weeks i give up my right to prance around naked indefinitely,0
ca n't believe they blocked twitter from work too !,0
between kris and adam .. i wish adam will be the next american idol .. haha,4
"working from home still does n't allow you to enjoy the good weather , i 'm tied to my desk with no end in sight",0
"just wrote that marathon , i 'm dying now .. but i 'm proud of myself hope you feel better than me now",4
username aww i will miss him 2 !,0
"username no , no semagic version for the mac that i know of . i 've been using xjournal which has been great , but no dw access yet .",0
back to marking,0
my wife just left for dc . i 'm home alone for a few days .,0
today is one of my good friend 's 23rd bday username i did n't put his number in my new phone & amp ; i ca n't find the charger for my old phone ! i suck .,0
"omg soo tired . lilybug didnt wan na take nap , so i couldnt take my nap",0
watching my favorite movie- the prince of egypt and studying microbio,4
username aww mommies should be immune lol maybe she just had a lil cough .... we can help nurse her back to health have a good day,4
"@ itsdarkdaze , username yeah where was my beer too ?",0
"username i & quot ; m sorry , did you say something to me ?",4
nice ole hearty breakfast sausage & amp ; pancakes . . and some apple juice .,4
"bugger . left work too late , am stuck in traffic and not even on coro drv yet url",0
username yesm . sorry,0
username i will be more than happyto be the someone else to get a free book,4
@ danthedaddy,4
the one thing i do n't like about twitter is that basically none of my friends have it and only one person talks to me how stupid,0
at home not in the hospital any more ( : in so much pain,0
aww ... i feel so sorry for the jews of venice,0
happy mothers day to all .. im gon na help mine right now.she deserves it .. you guys should too ..,4
username i ca n't watch jonas 'cause im in ireland give me an early birthay shout out please ?,4
"username thank you sailor ! love to you , much ! saw a movie that you must see , as it totally reminded me of you",4
is hungry but all we have are pop tarts .,0
i hate being a girl sometimes . fetal position,0
just got up we fell asleep at 4 . maybe going swimming today,4
username thanks for the retweet,4
rockness was insane ! but now i 'm really not well,0
ahh i want to watch the mtv movie awards ! but i do n't have tv,0
feels sick . i know it 's not interesting but it 's all i got .,0
username i even gave you a shout out yesterday . i suck apparently . lol,0
its rainy outside ew,0
username url't be a first . have n't had a cut since,4
"tip for today - the eagles are specials against the broncos , put your house on them",4
"username nope , not at all",4
twitter # search operators url 's oo : movie -scary,4
oops .. i think i better do it some other time .. tss ..,0
"fucking oath i cant tweet to much otherwise my phone will go flat and ill miss my shit stack call ,",0
another lazy day i supposee,4
username i make a cookie with goobers in it url ( via @ nansdough ) -- they look so delicious ! !,4
hmm ... i wan na a hug ... i miss you boyy,0
username miss u too ! have a great week - no cute shoes this time,4
username you are very much welcome,4
username hey big head follow me,4
i 've decided i 'm going to start watching whale wars . what a sweet looking show,4
early morning sucks ass now school and then a nap yay ! !,4
sad because shoedazzle does not ship overseas,0
username will you come to the moon with me and ashley ?,4
username glad you liked it mr. imbd !,4
"username you 've done it again , best not to mention the words",0
shoe shopping ! ! ! makes me so happy .,4
"username hugg , jsmi mitkaser , bs i 'm ok shlon edawam ?",4
played stalker tonight had a lot of fun and then it got really boring so we 're at the room . my phone kinda works but only on the charger,4
another longg work day ! have a wonderful day everyone,4
"username aww , puppy !",0
i 'm going to miss jaks for 3 weeks,0
5 weekend challenge points = $ 20 gift certificate,4
username that show makes me sad . i just really ca n't believe that people can be so ...,0
username chill woman . i sayang you,4
"username on a completely unrelated note , i 'm getting nacho cravings",0
i 'm still hating bus trips i miss everyone soo much specially kathrin and lisa,0
ok ... so i 'm twittin from my computer ... its gon na be bad when i get on my phone .. cause ima be lost like shit,0
eatign lunch,4
"getting ready for computex taipei09 , in hot and dusty indo right now , leave for taipei tomorow and will post picture then missed sydney",0
ca n't sleep for my life lol . : / . imissjames i wan na see him so badly .,0
"username haha i know ... it 's really scary lol my friend read marley and me , and i asked wot happened . bad idea haha",0
username i 'm not tired,0
username they leave it on the street and string the hose up over the balcony,4
"username i wan na ask , since i live in america , what is a wellie . i have no knowledge of this term lol . belgium sounds exciting !",0
username you know this ! ! ! we set the trend fof the dfw modeling game ! ! !,4
username on your ipod ? me too,4
ok why is it impossible to find a video of p ! nk at t in the park,0
username the pix from nye 's are n't that great . a bit too much booze in the sytem . might be a few months yet film ! ? ! ? ! ?,0
"username hey , no time off ! work , pony , work ! ; ) only kidding",4
will not be home til 10 pm tonight,0
"last 48 hours have been fun . back in el lay tomorrow , fri",0
"says , still sick and off to work . yaahh .",0
then i realized it was a caribbean artist who sampled chub rock . i was a little disappointed ...,0
i 'll be leaving in two hours . drink drink drink !,4
in about 14 hours i should finish my last seminary exam ! ! ! ! study time until then,4
never thought i would quote bart simpson & quot ; i ca n't eating meat - i love the taste of death & quot ; loving simpsons episode ... go the veges !,4
downloading coldplay 's free live album,4
my hands and wrists are hurting me luckily my finger can still tweet,4
username what 's going on sweetheart ?,0
"username that 's for sure . plus , it 's fun to see what you can create in the kitchen !",4
"back is still killing me . been about a day since i stressed it , heh , ibuprofen is doing nothing . mate drew this : url",0
"did n't know the apprentice was on for 2 hours tonight , going to miss the final while",0
bored chilling upstairs at work . pah ! bad times !,0
just wants to make everyone happy,0
get ready to go have some indian .. think chicken vin dalu today hope i spelled that right .. working email issues,4
username how to make him tweet ?,4
was cutting the greens when i accidentally cut my left index finger .,0
got a widget for myspace ! haha myspace.com/labbadiasistersstreetteam,4
username i have vista on my laptop and xp on my desktop - vista can be a bit of a pain sometimes !,0
i think ... i just screwed up horribly bad ..,0
username feel better andrew,0
just saw my last update ... i guess how things start arent how they end ... dont count your chickens before they hatch,0
username you look angry in your picture now ... lol,0
"meh , today we got ta pickup the truck but my mom just got the stomach flu",0
had a great workout dancing . 9933 aerobic steps .,4
"username no . if they 're doing arena tours in november , then i 'm going ! no doubt about it you ? xx",4
username okay good ... we can be friends again,4
username wish i was n't working ! i wish you great shows !,0
loving my little kitty !,4
i 'm not desperate .. but i did n't find the one,4
has been in bed all day .. i love lazy sundays ! now it 's pub o'clock,4
"username i 'm not sure he 'll want to , but he might . he 's been a lot nicer . i got hungry + took him back . i hate cooking for myself",0
"soo , song of my night - beep by bobby v. i miss my mommy . . but i will be w/ her in the a.m . jimboy 's was on hit tonight !",4
"still really sick , should be stayin home in bed but i ca n't",0
username heyy wuu2 l8ly got 2 go football 2 moz but oh well see u mondayxx babe byee,0
username nice one what do you suggest i order there ?,4
the animation conference in suzhou was a lot bigger and higher profile then expected ! planning hangzhou now,4
username thank you hobo ly2 ; d but i do n't feel better at all,0
"? today and tomorrow at taipei , anyone free for drink ? url",4
had a great weekend ! not ready for monday though !,4
"happy 19th birthday to my girl username , cant make it to spring rolls cus im done work at 10 hope you have a good one !",0
username damn there goes a week worth of comics . now how can i pretend to be sued by other webcomics creators ?,0
"username haha thanks now its done , and i can check one more thing of that to do list",4
waking up in vegas is good,4
username i have 2500+ gijoes from 82-present . having to sell some of they valuable ones to help pay some bills .,0
username yeah i wish 3 was as easy as 4 too ! # searchforn,0
gon na check out my yt on my sisters laptop and then showering ....,0
jus doin assignment ! it stresses me out,0
chris says i 'm now really fat after looking at this photo of me taken today : url,0
"looking for sponsors for a charity event . if you 're interested or know anyone that is , let me know !",4
sick and bored . i wan na go back to sumer camp i miss my friends,0
"username how sad is it , i saw it on valentines day bawled my eyes out when marley died",0
"username sorry you 're sick ! you 're such a lively person ! love your attitude ! okay , let 's party ! # serendipitysunday",4
had a shower and now it 's time for kuroshitsuji !,4
"just installed snaptu on my mobile , it really rocks !",4
i 've got ta go to work 2morrow .. thanx for following . & lt ; 3,0
is home reading russian legal opinions and watching discovery ( as usual ) ... in a city that truly never sleeps,4
i had the chance to leave at 10 have to teach someone how to close . fail !,0
username url,4
jb are gon na be on switch i think,4
username it is totally okay ! i do n't mind .. i have gotten a lot of great feedback so it is fine !,4
i really got ta pay more attention to these username twitter giveaways . i want ! i want !,0
username nice pic,4
"morning , wow are we slow again ... guess i wo n't feel bad about not working and taking kids to the zoo",4
im following almost 1000 pretty girls ... wht a pretty group,4
username i thought i was your favorite .,0
"@ krazycat : hats , hats , hats ! i miss that train station so much . who knew you could miss a train station like that .",0
aww im not found on twitter,0
think i will get up in a mo,4
username it would be so cool if you did a blog tv ! please do one ! yay ! can you have hannah in it too she is soo cute,4
just finished 2 projects and an essay .. last highschool assignments for the rest of my life .,4
@ iantalbot,4
"it 's amazing what you can hide , just putting on a smile i love username & lt ; 3",4
cooking rice,4
"username gotcha , i may have to cut # rebcbos but i will definitely be at # rebcchi getting there next saturday",0
username username yep thought you were on about the box and got all exited but now im are well just got the lost episode to go now,0
username follow this proud army girl friend ( see her shirt ) and promote her if it is meant to be ... best to you karen .,4
is lost at media prima unsure of what to do or who to meet,0
still at work i want to cry .,0
finally turned on the q ... made me some tandoori chicken,4
search ryan carera & amp ; josh kelley they 're really good,4
dammit detroit ! ! let 's get it together ! ! love you guys still ! ! xoxox,0
wish i had brought a book to work to read during lunch .,0
finally finished all my paper work ! ! time for a frosty one,4
deadlines wed. eugh i was in a rush for noothing,0
"username username username i go away to clean my house and do dishes , and i come back to being called a fairy !",0
lovely weekend off of work now i have to try to go to bed before 5 am though .,4
"username nope , wont be able to make it today enjoy your yummy dogs and give raymund a hug for me ! where u getting tamales from ?",0
username lol u kno me very well . im not even full from taco bell tho i want sushi now ! ! ! oh dear . what place did u eat at ?,0
just sitting it 's nice,4
rinitis sucks ! ! ! ! !,0
the sun is shining just the way we like it,4
username blebster ! greetings from this side of the twitterverse,4
i mean safe journey to salt lake city,4
smashed my face into a sliding glass door lol i 'm a dumb ass . my nose hurts . & amp ; i feel bummed . fuck twitter nobody reads this anyway k bye,0
grinding for magic essence in warcraft . suprisingly fun,4
today the uefa champions league final,4
username will do,4
username you 're very welcome . never had any problems with them and they 're v cheap,4
am back from b & amp ; n with a nice little stash . nothing beats the feeling of buying books . warm fuzzies,4
going to dah movies,4
"angels and demons was fairly good , but they changed a lot of the story . where 's my cranky cern director ? he was my favorite character",0
its raining so hard that its hitting the window in my office,0
username still not working i 'm using google chrome if that helps at all ...,0
"is having pain du chocolat , chocolate soy milk and pea pods for a late dinner . yumm .",4
"username heheh . odd though , i thought a couple of the others i 'd done were better",4
username aw you just got me really excited . then i looked at the site and it wo n't work on my computer,0
username leiin i can play the introo,4
username congrats on the 100/100 grade on url !,4
finally getting more & quot ; photoshop savvy & quot ; haha ... i love it !,4
.. its been my 4th day here at home .. but im still sick . i didnt even go to school again ! ! i miss my friends ..,0
"turned the volume up too high to hear my phone 's beeps . guess i might as well turn off twitter , switch it off and let it charge . toodles !",4
username hey darling nice to see a smiley face hehe,4
username enjoy ! twitter a compelling photo of the avon corps,4
one of the best places to spend time : bo0k strore ! love the smell love the music and the readings,4
the wind blows - all american rejects .,4
"i do n't miss you , but i really really really want to see you again .",4
username amen brother ( not j . brown ) : url,4
i wonder how it will taste ?,4
username no we do n't stream online,0
i woke up through the night after having a scary dream and my dog was n't there to comfort me so i felt sad .,0
applying tomorrow for my passport .,4
username glad to hear that you had an awesome time ! ! thanks for the updates during the show !,4
username let 's hope it works ....,4
loves his new fone . its so sleek,4
"goodmorning [ : im going to get done quick. , my hair was already straight and my outfits picked out yay",4
"username omg i got my tonsils out today soo sore ! ! will you wish me better ? thanks , sorcha xx",0
"username aah , you rock girl ! i 'll be there for you always",4
so sad no more shipwrecked for another year,0
is enjoying his monday morning off from school,4
is sad and tired,0
username what happened to your picture ? mine disappeared once and it was a very sad and traumatic time in my life .,0
i just missed the bouquet not that i really wanted it but those flowers were pretty ... tulips & amp ; casa blancas r my favs !,0
missing kiwi frnds username username username username username username username username n godsis @ taniamelissaang,0
username it 's spitting rain on campus .,0
username he lives in toronto and he hates it there,0
"looking for crocs - give backs up to 70 % , but the queing is very long .... so .. tomorrow i 'll take a leaf to go there ...",4
"username it is an actual proper piano . sadly , i ca n't move it to london with me so it 's staying here . so sad .",0
my doggie fell down the stairs,0
username i will,4
chow mein noodles w/ shrimp,4
"username it gets like that sometimes . yea they did . n i did n't go . sadface.com .. i thght it was over priced , now i regret it .",0
"ok , i 'm actually going to sleep now = ] i 've been on here only an hour ... i tweet far too much already",4
"naked lounge , golden bear , old tavern , fox & amp ; goose , anywhere cool.oh thought you asked where we would be right now had we not moved to ok",0
"finally , i 'm back to my regular beautician ( cassandra logan is the best ) sitting under the dryer .... i hate the dryer",0
username a nice bit of solar vitamin d is bloody good .... shame it only ever lasts a day in manchester,0
my knee has a mind of its own .. and is trying to kill me .,0
on stage with jo koy . vip style,4
"bread in the bread machine , found a pool i can swim laps at .. life is good at the moment .",4
username maybe people truly needs less sleep but what with the brain,4
username goodnight,4
username from one creative junkie to another .. thanx,4
omg i had broken my feet nail again : o i hate this,0
username thats a shame howcome you cant go out ? =s x,0
url,0
"username haha im not a big fan but i do think he 's cool . and no sorry , i dont",0
someone have decided to quit playing aoc and go back to ao,0
"username well then , happy birthday to you ! you 're now an adult according to the government seriously though , hope you have a happy bday !",4
username sweet . once you have mac you never go back,4
starting to feel sick,0
literally just pulled a fit because my ipod was n't working .. wow i 'm grumpy when i sick,0
ah just saw my little nephews all is well with the world again . i love those boys so much . have to say my sis in law does a great job .,4
why am i already awake ? ? ?,0
girugamesh - music = sexual fluids filling a swimming pool with rainbows and happiness,4
"day 3 : guy harvey 's for lunch , hobo beach , nap , duval street , back to the hammock with my pillow , and a shooting star .",4
or i will not be going to church on account of ride not feeling well,0
loving the peace and quiet right now . just me and the dogs and rufus-my guinea pig .,4
ca n't sleep . i have the largest head ache right now .,0
i want to get a haircut today . bangs again ? hmm .. i 've been hating my hair for the past few days,0
"awake by 8am whilst georgia still sleeps . not happy , i want to still be asleep",0
"username lol , oh ok. just making sure i was still in tuned wit dat good ol ' ol skool muzik !",4
i like how its rainin . lets open the window and hear that s * * * . i do have a cold tho thats what i get for a staying out wth the homiez & lt ; 3,0
"username url , i saw that shirt at zumiez last night . it was my favorite there . dear alex , ...",4
busted the first table of the 4 k to weak/tight fish that hits the board most of the time .. shit happens,0
"especially hard to get out of bed with myself this morn cuz i 'm hot , now running late stuck in front of the mirror checking myself out",4
made a twitter background that is so him ... but it doesnt really & quot ; fit & quot ; need to resize it ....,0
blonde moment username thihi,0
username so why are n't we having kd this year ? highlight of my summer,0
"username oo suddenly have selective reading . we were discussing your traumatic experience , and oo never mind",4
username when is `` million little mistakes '' out ? i need to read it !,4
bored sleeping all day 2marro going to ymca wen thurs fri leaveing friday at midnight to florida,0
still up,0
friday and saturday without love,0
username hehehe thanks ! i saw it in the store and just could n't leave without it . i love hats .,4
good night ! im off to sleep ! ! ! ! 5 am good mornining ! xd,4
"username you have indeed grasped the secret , my young padawan .",4
"my brother said i would never hear his voice again , i danced and then 30 seconds later he yelled at me .",0
username haa i want mac & amp ; cheese too ! ! ! hahahaha hey .. i still got the one u left here ... i guess im making that today oo lol,0
username thank you heidi ....,4
